"","age_mortality_id","x","list_x_units","n","ax","cap_nx","cap_dx","mx","lx_real","lx_stand","dx_real","dx_stand","px","qx","mjux","cap_lx_real","cap_lx_stand","ex","smoothed","animal","age_scaled","age_proportion"
"261","DL00080_TryonLT18.csv",0,NA,13,0.5,NA,NA,NA,13,1,1,0.0769,0.9231,0.0769,0.08,NA,0.9616,4.7309,NA,"Eastern chipmunk (Tamius striatus)",-1.2477325251549,0
"262","DL00080_TryonLT44.csv",1,NA,35,0.5,NA,NA,NA,13,0.3714,1,0.0285,0.9233,0.0767,0.0798,NA,0.3572,0.9616,NA,"Eastern chipmunk (Tamius striatus)",-0.861079881562819,0.1
"263","DL00080_TryonLT58.csv",4,NA,71,0.5,NA,NA,NA,14,0.1972,1,0.0141,0.9285,0.0715,0.0742,NA,0.1902,2.0712,NA,"Eastern chipmunk (Tamius striatus)",0.298878049213417,0.4
"264","DL00080_TryonLT58.csv",0,NA,71,0.5,NA,NA,NA,71,1,5,0.0704,0.9296,0.0704,0.073,NA,0.9648,2.7536,NA,"Eastern chipmunk (Tamius striatus)",-1.2477325251549,0
"265","DL00080_TryonLT09.csv",1,NA,29,0.5,NA,NA,NA,20,0.6897,1,0.0345,0.95,0.05,0.0513,NA,0.6725,2.3249,NA,"Eastern chipmunk (Tamius striatus)",-0.861079881562819,0.1
"266","DL00080_TryonLT19.csv",0,NA,21,0.5,NA,NA,NA,21,1,1,0.0476,0.9524,0.0476,0.0488,NA,0.9762,3.9524,NA,"Eastern chipmunk (Tamius striatus)",-1.2477325251549,0
"267","DL00080_TryonLT01.csv",4,NA,21,0.5,NA,NA,NA,3,0.1429,0,0,1,0,0,NA,0.1429,3.6659,NA,"Eastern chipmunk (Tamius striatus)",0.298878049213417,0.4
"268","DL00080_TryonLT01.csv",5,NA,21,0.5,NA,NA,NA,3,0.1429,0,0,1,0,0,NA,0.1429,2.6659,NA,"Eastern chipmunk (Tamius striatus)",0.685530692805496,0.5
"269","DL00080_TryonLT01.csv",7,NA,21,0.5,NA,NA,NA,1,0.0476,0,0,1,0,0,NA,0.0476,3,NA,"Eastern chipmunk (Tamius striatus)",1.45883597998965,0.7
"270","DL00080_TryonLT01.csv",8,NA,21,0.5,NA,NA,NA,1,0.0476,0,0,1,0,0,NA,0.0476,2,NA,"Eastern chipmunk (Tamius striatus)",1.84548862358173,0.8
"271","DL00080_TryonLT01.csv",9,NA,21,0.5,NA,NA,NA,1,0.0476,0,0,1,0,0,NA,0.0476,1,NA,"Eastern chipmunk (Tamius striatus)",2.23214126717381,0.9
"272","DL00080_TryonLT02.csv",6,NA,17,0.5,NA,NA,NA,1,0.0588,0,0,1,0,0,NA,0.0588,3,NA,"Eastern chipmunk (Tamius striatus)",1.07218333639757,0.6
"273","DL00080_TryonLT02.csv",7,NA,17,0.5,NA,NA,NA,1,0.0588,0,0,1,0,0,NA,0.0588,2,NA,"Eastern chipmunk (Tamius striatus)",1.45883597998965,0.7
